Fold,epoch,trainLoss,valLoss,val_F1,val_Acc
1,1,0.2159,0.1325,0.6307
1,2,0.1121,0.1322,0.7105
2,1,0.2752,0.0864,0.5686
2,2,0.1155,0.0945,0.6757
3,1,0.2261,0.1394,0.6027
3,2,0.1068,0.133,0.6112
4,1,0.1929,0.1418,0.5489
4,2,0.1047,0.1979,0.5925
1,1,0.2159,0.1325,0.6307
1,2,0.1121,0.1322,0.7105
1,3,0.0615,0.1338,0.6876
1,4,0.0805,0.1639,0.6083
1,5,0.0329,0.126,0.7423
1,6,0.0197,0.1328,0.7085
1,7,0.0096,0.1157,0.7173
1,8,0.0069,0.1037,0.7252
1,9,0.0059,0.0989,0.7425
1,10,0.0137,0.1126,0.7265
1,11,0.0025,0.118,0.7591
1,12,0.0053,0.104,0.7586
1,13,0.0019,0.098,0.7872
1,14,0.0167,0.1042,0.7348
1,15,0.0029,0.1113,0.7289
1,16,0.002,0.1231,0.7283
1,17,0.0056,0.1051,0.7569
1,18,0.002,0.0958,0.7453
1,19,0.0027,0.0982,0.75
1,20,0.003,0.0896,0.7304
2,1,0.2564,0.108,0.5424
2,2,0.0942,0.1289,0.6843
2,3,0.1011,0.1802,0.572
2,4,0.0692,0.1167,0.7499
2,5,0.0241,0.0933,0.7471
2,6,0.0213,0.1458,0.6476
2,7,0.0131,0.1051,0.7449
2,8,0.0082,0.0948,0.7777
2,9,0.0047,0.1064,0.7569
2,10,0.0078,0.1193,0.7449
2,11,0.0031,0.1417,0.7449
2,12,0.0024,0.144,0.7307
2,13,0.0033,0.1304,0.7481
2,14,0.0063,0.1538,0.738
2,15,0.0036,0.1417,0.7368
2,16,0.0031,0.1457,0.724
2,17,0.006,0.1442,0.7395
2,18,0.005,0.1331,0.7604
2,19,0.0039,0.1222,0.7445
2,20,0.0018,0.1311,0.7395
3,1,0.222,0.1509,0.558
3,2,0.0847,0.1837,0.4847
3,3,0.0857,0.3162,0.6365
3,4,0.1067,0.1613,0.6433
3,5,0.0501,0.1676,0.6136
3,6,0.0115,0.1753,0.6217
3,7,0.0116,0.2043,0.5775
3,8,0.0082,0.2081,0.6036
3,9,0.0046,0.1938,0.6803
3,10,0.004,0.1969,0.5773
3,11,0.0075,0.1643,0.6478
3,12,0.0031,0.1627,0.6327
3,13,0.0054,0.1818,0.6729
3,14,0.0071,0.18,0.6495
3,15,0.007,0.1929,0.6565
3,16,0.0047,0.1568,0.6378
3,17,0.0109,0.1564,0.6363
3,18,0.0049,0.1773,0.6582
3,19,0.0061,0.1655,0.6341
3,20,0.0016,0.1582,0.6569
4,1,0.2129,0.1118,0.5938
4,2,0.0734,0.1475,0.641
4,3,0.0294,0.1691,0.5866
4,4,0.0336,0.2211,0.6597
4,5,0.0333,0.1848,0.6105
4,6,0.0244,0.2143,0.6425
4,7,0.0068,0.2314,0.6685
4,8,0.0094,0.1503,0.6917
4,9,0.0058,0.1691,0.7297
4,10,0.0016,0.1628,0.7163
4,11,0.0143,0.1441,0.7093
4,12,0.0146,0.1446,0.7049
4,13,0.0076,0.145,0.707
4,14,0.0043,0.1699,0.6804
4,15,0.0131,0.1099,0.6929
4,16,0.0032,0.122,0.7291
4,17,0.0091,0.1131,0.7051
4,18,0.0028,0.1105,0.7324
4,19,0.005,0.1132,0.678
4,20,0.002,0.1176,0.7354
5,1,0.2363,0.1017,0.5918
5,2,0.0794,0.1418,0.6771
5,3,0.0609,0.254,0.5308
5,4,0.0553,0.1932,0.6215
5,5,0.0291,0.1555,0.6424
5,6,0.0219,0.1694,0.6359
5,7,0.007,0.1719,0.6788
5,8,0.0037,0.183,0.6448
5,9,0.0068,0.1814,0.6658
5,10,0.0035,0.1638,0.6336
5,11,0.006,0.1686,0.6165
5,12,0.005,0.1812,0.6302
5,13,0.0089,0.162,0.657
5,14,0.0199,0.154,0.6442
5,15,0.0039,0.159,0.6799
5,16,0.0071,0.1551,0.6442
5,17,0.0061,0.1607,0.6553
5,18,0.0023,0.1725,0.6405
5,19,0.0014,0.1635,0.6364
5,20,0.0037,0.183,0.6336
6,1,0.212,0.1257,0.527
6,2,0.0998,0.2037,0.6425
6,3,0.0433,0.1999,0.6743
6,4,0.0518,0.1613,0.6842
6,5,0.034,0.1794,0.6862
6,6,0.0184,0.1912,0.6768
6,7,0.029,0.1415,0.7464
6,8,0.0227,0.1441,0.7046
6,9,0.0075,0.1306,0.7022
6,10,0.0075,0.1491,0.6451
6,11,0.0052,0.1556,0.6822
6,12,0.0075,0.1447,0.7019
6,13,0.0048,0.1285,0.7149
6,14,0.0114,0.1337,0.6802
6,15,0.0154,0.1234,0.7055
6,16,0.0114,0.1215,0.7211
6,17,0.0017,0.1249,0.6979
6,18,0.0023,0.1271,0.683
6,19,0.0038,0.1399,0.6831
6,20,0.0025,0.1331,0.7045
7,1,0.2119,0.1272,0.534
7,2,0.105,0.2958,0.5096
7,3,0.0891,0.1721,0.6128
7,4,0.0592,0.235,0.6201
7,5,0.0302,0.1332,0.6715
7,6,0.0147,0.1918,0.7237
7,7,0.0176,0.1728,0.6799
7,8,0.01,0.2318,0.6321
7,9,0.0058,0.1842,0.6637
7,10,0.0153,0.2017,0.6849
7,11,0.0122,0.1877,0.6779
7,12,0.0083,0.2031,0.6602
7,13,0.0064,0.1869,0.6885
7,14,0.0023,0.1949,0.6948
7,15,0.0022,0.1886,0.6984
7,16,0.0057,0.1916,0.6746
7,17,0.0022,0.2229,0.6924
7,18,0.0024,0.2078,0.6959
7,19,0.0014,0.2018,0.6579
7,20,0.0046,0.2144,0.7125
8,1,0.2361,0.1233,0.5961
8,2,0.0903,0.2216,0.6764
8,3,0.0961,0.312,0.5685
8,4,0.084,0.089,0.7323
