Fold,epoch,trainLoss,valLoss,val_F1,val_Acc
6,28,0.0071,0.1057,0.7686,0.8634
6,29,0.004,0.1166,0.7482,0.847
6,30,0.0048,0.104,0.7623,0.8689
6,31,0.0048,0.1131,0.7626,0.8689
6,32,0.0067,0.1136,0.7602,0.8634
6,33,0.0064,0.1062,0.7682,0.8689
6,34,0.0049,0.1129,0.7707,0.8689
6,35,0.0039,0.123,0.7521,0.8579
6,36,0.0042,0.1109,0.7429,0.8579
6,37,0.0052,0.1156,0.7482,0.847
6,38,0.0041,0.1051,0.7756,0.8743
6,39,0.0038,0.1133,0.7568,0.8634
6,40,0.0042,0.1147,0.7471,0.8579
7,1,0.3129,0.2243,0.4097,0.7869
7,2,0.1524,0.1613,0.5693,0.8197
7,3,0.0913,0.1731,0.6357,0.7978
7,4,0.0597,0.156,0.6902,0.8361
7,5,0.0328,0.1736,0.6514,0.8197
7,6,0.0281,0.1805,0.6668,0.8306
7,7,0.016,0.2108,0.6558,0.8087
7,8,0.0165,0.216,0.6545,0.8197
7,9,0.0149,0.192,0.7074,0.847
7,10,0.0142,0.2262,0.685,0.8251
7,11,0.0132,0.2043,0.656,0.8087
7,12,0.0128,0.2122,0.6579,0.8251
7,13,0.0078,0.2004,0.7011,0.8415
7,14,0.007,0.221,0.6626,0.8142
7,15,0.0053,0.2373,0.663,0.8033
7,16,0.0089,0.205,0.6717,0.8251
7,17,0.0087,0.2153,0.6718,0.8251
7,18,0.0091,0.2063,0.6842,0.8251
7,19,0.0081,0.2158,0.6663,0.8197
7,20,0.0053,0.22,0.6842,0.8251
7,21,0.0054,0.2063,0.6667,0.8197
7,22,0.0064,0.207,0.672,0.8251
7,23,0.0082,0.2149,0.6717,0.8251
7,24,0.0083,0.2046,0.6937,0.8361
7,25,0.0067,0.2158,0.6717,0.8251
7,26,0.008,0.2049,0.6603,0.8197
7,27,0.0082,0.2092,0.695,0.8361
7,28,0.0082,0.201,0.7015,0.8525
7,29,0.0082,0.2099,0.6779,0.8306
7,30,0.007,0.1967,0.6952,0.8634
7,31,0.0086,0.2095,0.6745,0.8306
7,32,0.0076,0.1986,0.663,0.8415
7,33,0.0069,0.1996,0.6801,0.8361
7,34,0.0069,0.2052,0.6827,0.8361
7,35,0.0076,0.2154,0.6838,0.8251
7,36,0.0079,0.2228,0.6842,0.8251
7,37,0.0074,0.2149,0.7019,0.8415
7,38,0.0066,0.2097,0.672,0.8251
7,39,0.0062,0.1883,0.6813,0.8415
7,40,0.0081,0.2152,0.672,0.8251
8,1,0.3344,0.1854,0.3988,0.7978
8,2,0.1521,0.1343,0.5317,0.8033
8,3,0.0895,0.1165,0.5916,0.8251
8,4,0.0707,0.1171,0.6579,0.8197
8,5,0.0398,0.1133,0.6414,0.8361
8,6,0.0331,0.109,0.6315,0.8251
8,7,0.0215,0.0979,0.6453,0.8361
8,8,0.0112,0.1028,0.6168,0.8251
8,9,0.0201,0.1029,0.6341,0.8361
8,10,0.0104,0.1012,0.6508,0.8415
8,11,0.0119,0.0987,0.6231,0.8306
8,12,0.0079,0.1027,0.6239,0.8306
8,13,0.0083,0.1077,0.6506,0.8361
8,14,0.0121,0.1036,0.6231,0.8306
8,15,0.0087,0.1026,0.6681,0.8525
8,16,0.0076,0.1022,0.6543,0.8415
8,17,0.0086,0.1005,0.6804,0.8415
8,18,0.0072,0.1109,0.6119,0.8306
8,19,0.0076,0.1092,0.6296,0.8361
8,20,0.009,0.1103,0.6119,0.8306
8,21,0.0074,0.108,0.6063,0.8251
8,22,0.0125,0.103,0.6913,0.847
8,23,0.0081,0.1019,0.6522,0.847
8,24,0.0068,0.1053,0.6356,0.8415
8,25,0.0102,0.0984,0.6512,0.847
8,26,0.0084,0.1151,0.5937,0.8142
8,27,0.0073,0.1062,0.6114,0.8251
8,28,0.0066,0.107,0.6425,0.847
8,29,0.0082,0.1065,0.624,0.8361
8,30,0.0086,0.1005,0.6283,0.8306
8,31,0.0068,0.0996,0.6406,0.8415
8,32,0.0094,0.1086,0.6058,0.8197
8,33,0.0093,0.1078,0.6175,0.8306
8,34,0.0088,0.1095,0.6492,0.8306
8,35,0.0084,0.1095,0.624,0.8361
8,36,0.0064,0.1074,0.6425,0.847
8,37,0.0082,0.1059,0.6114,0.8251
8,38,0.0103,0.1036,0.672,0.847
8,39,0.0077,0.1061,0.6296,0.8361
8,40,0.0069,0.1029,0.6595,0.8415
9,1,0.298,0.1949,0.3798,0.7923
9,2,0.1533,0.1473,0.518,0.8361
9,3,0.0929,0.1305,0.5824,0.8306
9,4,0.0677,0.1133,0.5738,0.8197
9,5,0.0369,0.1263,0.5717,0.8251
9,6,0.0256,0.1336,0.5729,0.8142
9,7,0.0214,0.1304,0.6429,0.8361
9,8,0.0208,0.1201,0.6501,0.8306
9,9,0.0166,0.1216,0.639,0.8197
9,10,0.015,0.1268,0.6273,0.8251
9,11,0.0142,0.1268,0.6544,0.8306
9,12,0.0115,0.1267,0.6219,0.8197
9,13,0.0132,0.1322,0.6582,0.8251
9,14,0.0102,0.132,0.6273,0.8251
9,15,0.0075,0.1338,0.6373,0.8306
9,16,0.011,0.135,0.6296,0.8197
9,17,0.0067,0.1363,0.6559,0.8361
9,18,0.0113,0.1371,0.6151,0.8251
9,19,0.007,0.1354,0.6155,0.8251
9,20,0.0068,0.1464,0.6112,0.8251
9,21,0.0069,0.1435,0.6387,0.8361
9,22,0.0087,0.1376,0.5906,0.8087
9,23,0.012,0.1513,0.6069,0.8251
9,24,0.006,0.1469,0.6468,0.8361
9,25,0.007,0.1543,0.6352,0.8415
9,26,0.0057,0.1387,0.6435,0.8197
9,27,0.0052,0.1401,0.6369,0.8306
9,28,0.0076,0.1454,0.6427,0.8361
9,29,0.0054,0.1343,0.6476,0.8197
9,30,0.0067,0.1322,0.664,0.8361
9,31,0.0052,0.1392,0.6296,0.8197
9,32,0.0062,0.1443,0.6373,0.8306
9,33,0.0074,0.1366,0.6407,0.8306
9,34,0.0077,0.1457,0.6341,0.8361
9,35,0.006,0.146,0.6526,0.8415
9,36,0.0064,0.1471,0.6256,0.8197
9,37,0.007,0.1355,0.6465,0.8361
9,38,0.0057,0.1437,0.6373,0.8306
9,39,0.006,0.1346,0.664,0.8361
9,40,0.0065,0.1359,0.6412,0.8306
10,1,0.348,0.2232,0.3109,0.765
10,2,0.1712,0.1395,0.5202,0.8251
10,3,0.1049,0.1089,0.6339,0.8306
10,4,0.0567,0.0985,0.6939,0.8634
10,5,0.0451,0.1046,0.6708,0.8361
10,6,0.0197,0.1023,0.6391,0.8251
10,7,0.0257,0.1136,0.6942,0.8306
10,8,0.0134,0.1113,0.6397,0.8033
10,9,0.0089,0.1103,0.6732,0.8251
10,10,0.0071,0.1181,0.6828,0.847
10,11,0.0062,0.117,0.7022,0.847
10,12,0.007,0.1195,0.671,0.8197
10,13,0.0052,0.1159,0.6851,0.847
10,14,0.0058,0.1221,0.6901,0.8361
10,15,0.0039,0.1286,0.6783,0.8361
10,16,0.0046,0.1194,0.6798,0.8361
10,17,0.0051,0.1237,0.6723,0.8251
10,18,0.0046,0.1238,0.667,0.8142
10,19,0.0032,0.1226,0.6697,0.8251
10,20,0.0043,0.1258,0.6676,0.8197
10,21,0.0033,0.1187,0.6652,0.8306
10,22,0.0039,0.1212,0.6887,0.8361
10,23,0.003,0.1242,0.6741,0.8361
10,24,0.0045,0.1169,0.6732,0.8251
10,25,0.0031,0.1223,0.661,0.8142
10,26,0.0037,0.1219,0.6822,0.8197
10,27,0.0055,0.1211,0.6778,0.8415
10,28,0.0037,0.1159,0.6732,0.8251
10,29,0.0044,0.1201,0.6938,0.8306
10,30,0.0028,0.1272,0.6648,0.8142
10,31,0.0051,0.124,0.6588,0.8087
10,32,0.0044,0.1231,0.6887,0.8361
10,33,0.0038,0.1262,0.6702,0.8197
10,34,0.004,0.1204,0.6725,0.8251
10,35,0.0043,0.1198,0.6821,0.8306
10,36,0.0053,0.1186,0.6887,0.8361
10,37,0.0054,0.1243,0.6732,0.8251
10,38,0.0037,0.1224,0.6883,0.847
10,39,0.0046,0.1304,0.6858,0.8251
10,40,0.0074,0.1202,0.6702,0.8142
11,1,0.2986,0.2019,0.3655,0.7978
11,2,0.1539,0.1612,0.5475,0.8361
11,3,0.0998,0.1214,0.5526,0.8251
11,4,0.0591,0.1237,0.6498,0.8306
11,5,0.045,0.1096,0.642,0.8415
11,6,0.0256,0.1144,0.6389,0.8361
